PRISM Time Series Data
Location:  Lat: 32.2103   Lon: -111.0059   Elev: 785m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Monthly 1991-2020 Normals
Dataset: Norm91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Jul-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
January,24.76,3.7,11.4,19.2
February,23.57,5.0,12.9,20.7
March,15.88,7.6,15.9,24.2
April,7.42,10.5,19.3,28.2
May,4.35,14.9,24.0,33.0
June,6.66,20.4,29.3,38.2
July,49.46,23.6,30.8,38.0
August,53.10,23.1,30.1,37.0
September,29.89,20.4,27.8,35.2
October,18.08,13.8,22.1,30.5
November,15.36,7.7,16.0,24.2
December,26.77,3.5,11.1,18.7
Annual,275.29,12.8,20.9,28.9
