PRISM Time Series Data
Location:  Lat: 32.1917   Lon: -110.6965   Elev: 1028m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Monthly 1991-2020 Normals
Dataset: Norm91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Jul-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
January,33.18,3.2,10.4,17.7
February,29.74,4.4,11.8,19.1
March,24.54,6.6,14.6,22.6
April,8.91,9.3,18.2,27.0
May,6.53,14.0,23.0,32.0
June,9.13,19.3,28.3,37.2
July,64.31,22.0,29.4,36.9
August,67.02,21.3,28.6,35.8
September,40.86,18.9,26.4,34.0
October,20.92,12.8,21.0,29.2
November,18.85,7.2,15.0,22.8
December,35.45,2.9,10.1,17.3
Annual,359.44,11.8,19.7,27.6
